# Damped oscillation data for NLSQ CLI demonstration
# True parameters: A0=15.0, gamma=0.05, omega=pi, phi=0.0
time,displacement,sigma
51.170569,-1.095351,0.200000
51.371237,-0.199108,0.200000
51.571906,0.113406,0.200000
51.772575,0.940024,0.200000
51.973244,1.266583,0.200000
52.173913,0.758284,0.200000
52.374582,0.407860,0.200000
52.575251,-0.901791,0.200000
52.775920,-1.021819,0.200000
52.976589,-1.108655,0.200000
53.177258,-1.141269,0.200000
53.377926,-0.062632,0.200000
53.578595,-0.034393,0.200000
53.779264,0.695848,0.200000
53.979933,1.033238,0.200000
54.180602,1.130742,0.200000
54.381271,0.073246,0.200000
54.581940,-0.016653,0.200000
54.782609,-0.749926,0.200000
54.983278,-1.154698,0.200000
55.183946,-0.703435,0.200000
55.384615,-0.293748,0.200000
55.585284,0.126494,0.200000
55.785953,0.735213,0.200000
55.986622,0.834893,0.200000
56.187291,0.774390,0.200000
56.387960,0.440859,0.200000
56.588629,0.073768,0.200000
56.789298,-0.939226,0.200000
56.989967,-0.441062,0.200000
57.190635,-1.100273,0.200000
57.391304,-0.315291,0.200000
57.591973,0.357684,0.200000
57.792642,0.719368,0.200000
57.993311,0.700902,0.200000
58.193980,0.628619,0.200000
58.394649,0.164365,0.200000
58.595318,-0.354206,0.200000
58.795987,-0.465819,0.200000
58.996656,-0.713780,0.200000
59.197324,-0.771320,0.200000
59.397993,-0.062517,0.200000
59.598662,0.293866,0.200000
59.799331,0.771911,0.200000
60.000000,0.872732,0.200000
