location,bud_burst_date,bud_burst_days,flowering_date,flowering_days,fullbloom_date,fullbloom_days
Cheongju,1976-04-11,101.0,1976-04-16,106.0,1976-04-25,115.0
Cheongju,1977-04-04,93.0,1977-04-08,97.0,1977-04-15,104.0
Cheongju,1978-04-07,96.0,1978-04-13,102.0,1978-04-16,105.0
Cheongju,1979-04-04,93.0,1979-04-12,101.0,1979-04-17,106.0
Cheongju,1980-04-02,92.0,1980-04-11,101.0,1980-04-17,107.0
Cheongju,1981-04-01,90.0,1981-04-05,94.0,1981-04-13,102.0
Cheongju,1982-03-22,80.0,1982-04-05,94.0,1982-04-09,98.0
Cheongju,1983-03-21,79.0,1983-04-08,97.0,1983-04-12,101.0
Cheongju,1984-04-10,100.0,1984-04-17,107.0,1984-04-24,114.0
Cheongju,1985-04-06,95.0,1985-04-12,101.0,1985-04-16,105.0
Cheongju,1986-04-06,95.0,1986-04-12,101.0,1986-04-15,104.0
Cheongju,1987-04-04,93.0,1987-04-15,104.0,1987-04-18,107.0
Cheongju,1988-04-02,92.0,1988-04-13,103.0,1988-04-17,107.0
Cheongju,1989-03-21,79.0,1989-04-04,93.0,1989-04-10,99.0
Cheongju,1990-03-15,73.0,1990-04-03,92.0,1990-04-10,99.0
Cheongju,1991-04-03,92.0,1991-04-11,100.0,1991-04-14,103.0
Cheongju,1992-03-26,85.0,1992-04-01,91.0,1992-04-05,95.0
Cheongju,1993-03-28,86.0,1993-04-12,101.0,1993-04-17,106.0
Cheongju,1994-03-27,85.0,1994-04-06,95.0,1994-04-09,98.0
Cheongju,1995-03-25,83.0,1995-04-11,100.0,2015-04-04,93.0
Cheongju,1996-03-25,84.0,1996-04-19,109.0,2016-04-03,93.0
Cheongju,1997-03-29,87.0,1997-04-05,94.0,2017-04-07,96.0
Cheongju,1998-03-28,86.0,1998-03-30,88.0,2018-04-03,92.0
Cheongju,1999-04-01,90.0,1999-04-11,100.0,2019-04-06,95.0
Cheongju,2000-03-23,82.0,2000-04-05,95.0,2020-03-29,88.0
Cheongju,2001-03-24,82.0,2001-04-03,92.0,2021-03-27,85.0
Cheongju,2002-03-16,74.0,2002-03-31,89.0,2022-04-05,94.0
Cheongju,2003-03-24,82.0,2003-04-02,91.0,2023-03-26,84.0
Cheongju,2004-03-22,81.0,2004-03-30,89.0,2024-04-02,92.0
Cheongju,2005-04-01,90.0,2005-04-09,98.0,,
Cheongju,2006-03-28,86.0,2006-04-06,95.0,,
Cheongju,2007-03-22,80.0,2007-04-01,90.0,,
Cheongju,2008-03-30,89.0,2008-04-08,98.0,,
Cheongju,2009-03-24,82.0,2009-04-03,92.0,,
Cheongju,2010-04-01,90.0,2010-04-18,107.0,,
Cheongju,2011-03-28,86.0,2011-04-14,103.0,,
Cheongju,2012-03-31,90.0,2012-04-17,107.0,,
Cheongju,2013-03-30,88.0,2013-04-14,103.0,,
Cheongju,2014-03-22,80.0,2014-03-29,87.0,,
Cheongju,2015-03-28,86.0,2015-04-02,91.0,,
Cheongju,2016-03-20,79.0,2016-04-01,91.0,,
Cheongju,2017-03-22,80.0,2017-04-04,93.0,,
Cheongju,2018-03-18,76.0,2018-04-01,90.0,,
Cheongju,2019-03-21,79.0,2019-03-28,86.0,,
Cheongju,2020-03-13,72.0,2020-03-26,85.0,,
Cheongju,2021-03-12,70.0,2021-03-24,82.0,,
Cheongju,2022-03-22,80.0,2022-04-02,91.0,,
Cheongju,2023-03-11,69.0,2023-03-23,81.0,,
Cheongju,2024-03-21,80.0,2024-03-31,90.0,,
Cheongju,2025-03-24,82.0,2025-03-31,89.0,2025-04-04,93.0
Cheongsong,,,,,,
Cheorwon,1988-04-13,103.0,1988-04-20,110.0,1988-04-24,114.0
Cheorwon,1989-03-27,85.0,1989-04-10,99.0,1989-04-17,106.0
Cheorwon,1990-04-04,93.0,1990-04-11,100.0,1990-04-15,104.0
Cheorwon,1991-04-10,99.0,1991-04-20,109.0,1991-04-23,112.0
Cheorwon,1992-04-01,91.0,1992-04-07,97.0,1992-04-14,104.0
Cheorwon,1993-04-06,95.0,1993-04-10,99.0,1993-04-17,106.0
Cheorwon,1994-04-06,95.0,1994-04-12,101.0,1994-04-22,111.0
Cheorwon,1995-04-11,100.0,1995-04-26,115.0,1995-04-29,118.0
Cheorwon,1996-04-10,100.0,1996-04-27,117.0,,
Cheorwon,1997-04-03,92.0,1997-04-16,105.0,,
Cheorwon,1998-03-30,88.0,1998-04-11,100.0,,
Cheorwon,1999-04-05,94.0,1999-04-19,108.0,,
Cheorwon,2000-04-09,99.0,2000-04-18,108.0,,
Cheorwon,2001-04-13,102.0,2001-04-16,105.0,,
Cheorwon,2002-04-04,93.0,2002-04-09,98.0,,
Cheorwon,2003-04-04,93.0,2003-04-14,103.0,,
Cheorwon,2004-04-05,95.0,2004-04-12,102.0,,
Cheorwon,2005-04-10,99.0,2005-04-19,108.0,,
Cheorwon,2006-04-11,100.0,2006-04-21,110.0,,
Cheorwon,2007-04-06,95.0,2007-04-17,106.0,,
Cheorwon,2008-04-07,97.0,2008-04-11,101.0,,
Cheorwon,2009-03-29,87.0,2009-04-11,100.0,,
Cheorwon,2010-04-12,101.0,2010-04-25,114.0,,
Cheorwon,2011-04-05,94.0,2011-04-20,109.0,,
Cheorwon,2012-04-15,105.0,2012-04-19,109.0,,
Cheorwon,2013-04-20,109.0,2013-04-24,113.0,,
Cheorwon,2014-03-30,88.0,2014-04-02,91.0,,
Cheorwon,2015-03-30,88.0,2015-04-06,95.0,,
Cheorwon,,,,,,
Chuncheon,1973-04-01,90.0,1974-04-24,113.0,1974-04-27,116.0
Chuncheon,1974-04-01,90.0,1975-04-19,108.0,1975-04-22,111.0
Chuncheon,1975-04-10,99.0,1976-04-22,112.0,1976-04-26,116.0
Chuncheon,1979-04-05,94.0,1978-04-22,111.0,1978-04-28,117.0
Chuncheon,1980-04-02,92.0,1979-04-13,102.0,1979-04-20,109.0
Chuncheon,1981-04-01,90.0,1980-04-17,107.0,1980-04-25,115.0
Chuncheon,1982-03-26,84.0,1981-04-07,96.0,1981-04-11,100.0
Chuncheon,1983-04-07,96.0,1982-04-21,110.0,1982-04-24,113.0
Chuncheon,1984-04-14,104.0,1983-04-13,102.0,1983-04-17,106.0
Chuncheon,1985-04-04,93.0,1984-04-21,111.0,1984-04-25,115.0
Chuncheon,1986-04-03,92.0,1985-04-14,103.0,1985-04-21,110.0
Chuncheon,1987-03-27,85.0,1986-04-14,103.0,1986-04-17,106.0
Chuncheon,1988-04-12,102.0,1987-04-13,102.0,1987-04-18,107.0
Chuncheon,1989-04-05,94.0,1988-04-17,107.0,1988-04-21,111.0
Chuncheon,1990-03-31,89.0,1989-04-10,99.0,1989-04-14,103.0
Chuncheon,1991-04-03,92.0,1990-04-09,98.0,1990-04-12,101.0
Chuncheon,1992-03-29,88.0,1991-04-15,104.0,1991-04-18,107.0
Chuncheon,1993-03-25,83.0,1992-04-06,96.0,1992-04-09,99.0
Chuncheon,1994-03-31,89.0,1993-04-17,106.0,1993-04-20,109.0
Chuncheon,1995-04-06,95.0,1994-04-08,97.0,1994-04-11,100.0
Chuncheon,1996-04-19,109.0,1995-04-17,106.0,2011-04-20,109.0
Chuncheon,1997-04-04,93.0,1996-04-24,114.0,2012-04-18,108.0
Chuncheon,1998-03-30,88.0,1997-04-11,100.0,2014-04-04,93.0
Chuncheon,1999-04-06,95.0,1998-04-04,93.0,2015-04-10,99.0
Chuncheon,2000-04-06,96.0,1999-04-16,105.0,2016-04-07,97.0
Chuncheon,2001-04-04,93.0,2000-04-12,102.0,,
Chuncheon,2002-03-29,87.0,2001-04-12,101.0,,
Chuncheon,2003-04-02,91.0,2002-04-02,91.0,,
Chuncheon,2004-03-26,85.0,2003-04-10,99.0,,
Chuncheon,2005-04-01,90.0,2004-04-08,98.0,,
Chuncheon,2006-04-01,90.0,2005-04-13,102.0,,
Chuncheon,2007-04-09,98.0,2006-04-12,101.0,,
Chuncheon,2008-03-30,89.0,2007-04-12,101.0,,
Chuncheon,2009-04-02,91.0,2008-04-08,98.0,,
Chuncheon,2010-04-06,95.0,2009-04-08,97.0,,
Chuncheon,2011-04-02,91.0,2010-04-18,107.0,,
Chuncheon,2012-04-09,99.0,2011-04-14,103.0,,
Chuncheon,2013-03-26,84.0,2012-04-15,105.0,,
Chuncheon,2014-03-28,86.0,2013-04-15,104.0,,
Chuncheon,2015-03-24,82.0,2014-03-31,89.0,,
Chuncheon,2016-03-27,86.0,2015-04-04,93.0,,
Chuncheon,,,2016-04-05,95.0,,
Chuncheon,,,,,,
Chungju,1980-04-06,96.0,1974-04-12,101.0,1974-04-14,103.0
Chungju,1981-04-06,95.0,1975-04-13,102.0,1975-04-18,107.0
Chungju,1983-03-29,87.0,1976-04-15,105.0,1976-04-18,108.0
Chungju,1984-04-14,104.0,1977-04-15,104.0,1977-04-19,108.0
Chungju,1985-04-06,95.0,1978-04-16,105.0,1978-04-19,108.0
Chungju,1986-04-08,97.0,1979-04-11,100.0,1979-04-18,107.0
Chungju,1987-04-08,97.0,1980-04-14,104.0,1980-04-19,109.0
Chungju,1988-04-09,99.0,1981-04-14,103.0,1981-04-17,106.0
Chungju,1989-03-27,85.0,1982-04-08,97.0,1982-04-15,104.0
Chungju,1990-03-22,80.0,1983-04-13,102.0,1983-04-19,108.0
Chungju,1991-04-02,91.0,1984-04-21,111.0,1984-04-25,115.0
Chungju,1992-03-23,82.0,1985-04-12,101.0,1985-04-17,106.0
Chungju,1993-03-25,83.0,1986-04-14,103.0,1986-04-20,109.0
Chungju,1994-03-29,87.0,1987-04-15,104.0,1987-04-21,110.0
Chungju,1995-03-27,85.0,1988-04-14,104.0,1988-04-22,112.0
Chungju,1996-03-23,82.0,1989-04-05,94.0,1989-04-07,96.0
Chungju,1997-03-16,74.0,1990-04-04,93.0,1990-04-13,102.0
Chungju,1998-03-12,70.0,1991-04-12,101.0,1991-04-14,103.0
Chungju,1999-03-09,67.0,1992-04-02,92.0,1992-04-06,96.0
Chungju,2000-03-24,83.0,1993-04-13,102.0,1993-04-18,107.0
Chungju,2001-03-23,81.0,1994-04-08,97.0,1994-04-12,101.0
Chungju,2002-03-16,74.0,1995-04-13,102.0,2015-04-10,99.0
Chungju,2003-03-24,82.0,1996-04-22,112.0,,
Chungju,2004-03-20,79.0,1997-04-09,98.0,,
Chungju,2005-04-04,93.0,1998-04-06,95.0,,
Chungju,2006-04-03,92.0,1999-04-11,100.0,,
Chungju,2007-03-30,88.0,2000-04-13,103.0,,
Chungju,2008-03-24,83.0,2001-04-10,99.0,,
Chungju,2009-03-20,78.0,2002-03-31,89.0,,
Chungju,2010-03-30,88.0,2003-04-03,92.0,,
Chungju,2011-04-01,90.0,2004-04-07,97.0,,
Chungju,2012-04-06,96.0,2005-04-12,101.0,,
Chungju,2013-04-03,92.0,2006-04-10,99.0,,
Chungju,2014-03-25,83.0,2007-04-06,95.0,,
Chungju,2015-03-25,83.0,2008-04-07,97.0,,
Chungju,,,2009-04-03,92.0,,
Chungju,,,2010-04-18,107.0,,
Chungju,,,2011-04-13,102.0,,
Chungju,,,2012-04-14,104.0,,
Chungju,,,2013-04-10,99.0,,
Chungju,,,2014-03-31,89.0,,
Chungju,,,2015-04-04,93.0,,
Chungju,,,,,,
Chupungnyeong,1973-03-18,76.0,1973-04-08,97.0,1973-04-12,101.0
Chupungnyeong,1974-03-28,86.0,1974-04-15,104.0,1974-04-17,106.0
Chupungnyeong,1975-03-24,82.0,1975-04-16,105.0,1975-04-18,107.0
Chupungnyeong,1976-03-21,80.0,1976-04-15,105.0,1976-04-19,109.0
Chupungnyeong,1977-03-19,77.0,1977-04-12,101.0,1977-04-16,105.0
Chupungnyeong,1978-03-25,83.0,1978-04-12,101.0,1978-04-16,105.0
Chupungnyeong,1979-03-12,70.0,1979-04-10,99.0,1979-04-15,104.0
Chupungnyeong,1980-03-30,89.0,1980-04-12,102.0,1980-04-20,110.0
Chupungnyeong,1982-03-18,76.0,1981-04-11,100.0,1981-04-15,104.0
Chupungnyeong,1983-03-26,84.0,1982-04-08,97.0,1982-04-14,103.0
Chupungnyeong,1984-03-29,88.0,1983-04-11,100.0,1983-04-14,103.0
Chupungnyeong,1985-03-23,81.0,1984-04-18,108.0,1984-04-23,113.0
Chupungnyeong,1986-03-28,86.0,1985-04-15,104.0,1985-04-20,109.0
Chupungnyeong,1987-03-23,81.0,1986-04-14,103.0,1986-04-18,107.0
Chupungnyeong,1988-03-28,87.0,1987-04-10,99.0,1987-04-18,107.0
Chupungnyeong,1989-03-25,83.0,1988-04-15,105.0,1988-04-19,109.0
Chupungnyeong,1990-03-20,78.0,1989-04-06,95.0,1989-04-10,99.0
Chupungnyeong,1991-04-03,92.0,1990-04-06,95.0,1990-04-13,102.0
Chupungnyeong,1992-03-16,75.0,1991-04-13,102.0,1991-04-19,108.0
Chupungnyeong,1993-03-18,76.0,1992-04-01,91.0,1992-04-06,96.0
Chupungnyeong,1994-03-13,71.0,1993-04-14,103.0,1993-04-17,106.0
Chupungnyeong,1995-03-22,80.0,1994-04-09,98.0,1994-04-12,101.0
Chupungnyeong,1996-03-25,84.0,1995-04-10,99.0,2015-04-17,106.0
Chupungnyeong,1997-03-11,69.0,1996-04-21,111.0,,
Chupungnyeong,1998-03-15,73.0,1997-04-07,96.0,,
Chupungnyeong,1999-03-11,69.0,1998-04-04,93.0,,
Chupungnyeong,2000-04-01,91.0,1999-04-12,101.0,,
Chupungnyeong,2001-04-03,92.0,2000-04-12,102.0,,
Chupungnyeong,2002-03-20,78.0,2001-04-12,101.0,,
Chupungnyeong,2003-03-24,82.0,2002-03-29,87.0,,
Chupungnyeong,2004-03-28,87.0,2003-04-09,98.0,,
Chupungnyeong,2005-03-24,82.0,2004-04-02,92.0,,
Chupungnyeong,2006-03-27,85.0,2005-04-11,100.0,,
Chupungnyeong,2007-03-23,81.0,2006-04-09,98.0,,
Chupungnyeong,2008-04-01,91.0,2007-04-02,91.0,,
Chupungnyeong,2009-03-23,81.0,2008-04-05,95.0,,
Chupungnyeong,2010-03-28,86.0,2009-04-01,90.0,,
Chupungnyeong,2011-04-01,90.0,2010-04-17,106.0,,
Chupungnyeong,2012-04-04,94.0,2011-04-11,100.0,,
Chupungnyeong,2013-03-26,84.0,2012-04-16,106.0,,
Chupungnyeong,2014-03-26,84.0,2013-04-10,99.0,,
Chupungnyeong,2015-03-28,86.0,2014-04-01,90.0,,
Chupungnyeong,,,2015-04-13,102.0,,
Chupungnyeong,,,,,,
Daegu,1973-03-26,84.0,1973-03-31,89.0,1973-04-01,90.0
Daegu,1974-04-02,91.0,1974-04-07,96.0,1974-04-12,101.0
Daegu,1975-03-12,70.0,1975-04-07,96.0,1975-04-13,102.0
Daegu,1976-03-19,78.0,1976-04-05,95.0,1976-04-13,103.0
Daegu,1977-03-12,70.0,1977-04-01,90.0,1977-04-06,95.0
Daegu,1978-03-09,67.0,1978-04-06,95.0,1978-04-09,98.0
Daegu,1979-03-04,62.0,1979-03-31,89.0,1979-04-08,97.0
Daegu,1980-03-12,71.0,1980-04-04,94.0,1980-04-11,101.0
Daegu,1981-03-15,73.0,1981-04-03,92.0,1981-04-09,98.0
Daegu,1982-03-13,71.0,1982-03-29,87.0,1982-03-31,89.0
Daegu,1983-03-15,73.0,1983-04-02,91.0,1983-04-07,96.0
Daegu,1984-04-01,91.0,1984-04-11,101.0,1984-04-14,104.0
Daegu,1985-03-30,88.0,1985-04-04,93.0,1985-04-09,98.0
Daegu,1986-03-23,81.0,1986-04-05,94.0,1986-04-10,99.0
Daegu,1987-03-20,78.0,1987-04-02,91.0,1987-04-05,94.0
Daegu,1988-03-22,81.0,1988-04-06,96.0,1988-04-12,102.0
Daegu,1989-03-04,62.0,1989-03-31,89.0,1989-04-03,92.0
Daegu,1990-03-06,64.0,1990-03-25,83.0,1990-03-30,88.0
Daegu,1991-03-21,79.0,1991-04-03,92.0,1991-04-09,98.0
Daegu,1992-03-13,72.0,1992-03-30,89.0,1992-04-03,93.0
Daegu,1993-03-24,82.0,1993-03-31,89.0,1993-04-04,93.0
Daegu,1994-03-19,77.0,1994-04-03,92.0,1994-04-06,95.0
Daegu,1995-03-16,74.0,1995-04-03,92.0,1995-04-08,97.0
Daegu,1996-03-21,80.0,1996-04-09,99.0,2015-04-01,90.0
Daegu,1997-03-10,68.0,1997-03-28,86.0,2016-03-31,90.0
Daegu,1998-03-03,61.0,1998-03-28,86.0,2017-04-02,91.0
Daegu,1999-02-28,58.0,1999-03-31,89.0,2018-03-29,87.0
Daegu,2000-03-14,73.0,2000-03-31,90.0,2019-03-26,84.0
Daegu,2001-03-13,71.0,2001-03-25,83.0,2020-03-27,86.0
Daegu,2002-03-10,68.0,2002-03-20,78.0,2021-03-27,85.0
Daegu,2003-03-19,77.0,2003-03-28,86.0,2022-03-30,88.0
Daegu,2004-03-09,68.0,2004-03-23,82.0,2023-03-25,83.0
Daegu,2005-03-28,86.0,2005-04-04,93.0,2024-04-01,91.0
Daegu,2006-03-23,81.0,2006-03-28,86.0,,
Daegu,2007-03-20,78.0,2007-03-24,82.0,,
Daegu,2008-03-15,74.0,2008-03-27,86.0,,
Daegu,2009-03-12,70.0,2009-03-22,80.0,,
Daegu,2010-03-22,80.0,2010-04-05,94.0,,
Daegu,2011-03-13,71.0,2011-04-02,91.0,,
Daegu,2012-03-19,78.0,2012-04-04,94.0,,
Daegu,2013-03-11,69.0,2013-03-23,81.0,,
Daegu,2014-03-17,75.0,2014-03-27,85.0,,
Daegu,2015-03-20,78.0,2015-03-28,86.0,,
Daegu,2016-03-22,81.0,2016-03-25,84.0,,
Daegu,2017-03-16,74.0,2017-03-29,87.0,,
Daegu,2018-03-12,70.0,2018-03-27,85.0,,
Daegu,2019-03-17,75.0,2019-03-21,79.0,,
Daegu,2020-03-09,68.0,2020-03-21,80.0,,
Daegu,2021-03-16,74.0,2021-03-23,81.0,,
Daegu,2022-03-21,79.0,2022-03-26,84.0,,
Daegu,2023-03-10,68.0,2023-03-21,79.0,,
Daegu,2024-03-16,75.0,2024-03-27,86.0,,
Daegu,2025-03-21,79.0,2025-03-26,84.0,2025-03-27,85.0
Daegwallyeong,1975-05-08,127.0,1976-05-17,137.0,1976-05-22,142.0
Daegwallyeong,1976-05-08,128.0,1977-05-11,130.0,1978-05-09,128.0
Daegwallyeong,1977-04-30,119.0,1978-05-04,123.0,1979-05-21,140.0
Daegwallyeong,1978-04-30,119.0,1979-05-13,132.0,1982-05-12,131.0
Daegwallyeong,1979-04-28,117.0,1982-05-09,128.0,1989-06-15,165.0
Daegwallyeong,1982-04-27,116.0,1989-05-01,120.0,1990-05-25,144.0
Daegwallyeong,1988-04-27,117.0,1990-05-16,135.0,1991-05-21,140.0
Daegwallyeong,1989-04-21,110.0,1991-05-13,132.0,1992-05-20,140.0
Daegwallyeong,1990-04-27,116.0,1992-05-11,131.0,1993-05-15,134.0
Daegwallyeong,1991-04-24,113.0,1993-05-11,130.0,1994-05-05,124.0
Daegwallyeong,1992-04-23,113.0,1994-04-28,117.0,,
Daegwallyeong,1993-04-24,113.0,1995-05-02,121.0,,
Daegwallyeong,1994-04-20,109.0,1996-05-13,133.0,,
Daegwallyeong,1995-04-27,116.0,1997-05-03,122.0,,
Daegwallyeong,1996-05-02,122.0,1998-04-24,113.0,,
Daegwallyeong,1997-04-26,115.0,1999-05-06,125.0,,
Daegwallyeong,1998-04-21,110.0,2000-05-07,127.0,,
Daegwallyeong,1999-04-30,119.0,2001-05-03,122.0,,
Daegwallyeong,2000-04-28,118.0,2002-04-24,113.0,,
Daegwallyeong,2001-04-26,115.0,2003-05-09,128.0,,
Daegwallyeong,2002-04-17,106.0,2004-04-24,114.0,,
Daegwallyeong,2003-04-24,113.0,2005-04-29,118.0,,
Daegwallyeong,2004-04-14,104.0,2006-05-12,131.0,,
Daegwallyeong,2005-04-21,110.0,2007-05-08,127.0,,
Daegwallyeong,2006-05-05,124.0,2008-05-05,125.0,,
Daegwallyeong,2007-04-24,113.0,2009-04-25,114.0,,
Daegwallyeong,2008-04-30,120.0,2010-05-13,132.0,,
Daegwallyeong,2009-04-16,105.0,2011-05-13,132.0,,
Daegwallyeong,2010-05-03,122.0,2012-05-03,123.0,,
Daegwallyeong,2011-05-03,122.0,2013-05-13,132.0,,
Daegwallyeong,2012-04-15,105.0,2014-04-30,119.0,,
Daegwallyeong,2013-05-04,123.0,2015-04-30,119.0,,
Daegwallyeong,2014-04-23,112.0,,,,
Daegwallyeong,2015-04-22,111.0,,,,
Daegwallyeong,,,,,,
Daejeon,1973-04-01,90.0,1973-04-09,98.0,1973-04-11,100.0
Daejeon,1974-04-01,90.0,1974-04-09,98.0,1974-04-11,100.0
Daejeon,1976-04-03,93.0,1975-04-16,105.0,1976-04-15,105.0
Daejeon,1977-04-08,97.0,1977-04-13,102.0,1977-04-15,104.0
Daejeon,1978-04-08,97.0,1978-04-10,99.0,1978-04-12,101.0
Daejeon,1979-03-31,89.0,1979-04-03,92.0,1979-04-09,98.0
Daejeon,1980-04-01,91.0,1980-04-09,99.0,1980-04-12,102.0
Daejeon,1981-04-05,94.0,1981-04-08,97.0,1981-04-13,102.0
Daejeon,1982-03-26,84.0,1982-04-03,92.0,1982-04-06,95.0
Daejeon,1983-03-29,87.0,1983-04-05,94.0,1983-04-08,97.0
Daejeon,1984-03-27,86.0,1984-04-14,104.0,1984-04-16,106.0
Daejeon,1985-03-27,85.0,1985-04-09,98.0,1985-04-11,100.0
Daejeon,1986-04-02,91.0,1986-04-07,96.0,1986-04-12,101.0
Daejeon,1987-03-29,87.0,1987-04-06,95.0,1987-04-09,98.0
Daejeon,1988-04-03,93.0,1988-04-08,98.0,1988-04-13,103.0
Daejeon,1989-03-18,76.0,1989-04-02,91.0,1989-04-05,94.0
Daejeon,1990-03-25,83.0,1990-03-30,88.0,1990-04-05,94.0
Daejeon,1991-03-26,84.0,1991-04-08,97.0,1991-04-11,100.0
Daejeon,1992-03-20,79.0,1992-03-30,89.0,1992-04-02,92.0
Daejeon,1993-03-25,83.0,1993-04-02,91.0,1993-04-05,94.0
Daejeon,1994-03-28,86.0,1994-04-05,94.0,1994-04-07,96.0
Daejeon,1995-03-28,86.0,1995-04-05,94.0,1995-04-14,103.0
Daejeon,1996-03-28,87.0,1996-04-11,101.0,2015-04-01,90.0
Daejeon,1997-03-27,85.0,1997-04-04,93.0,2016-04-02,92.0
Daejeon,1998-03-26,84.0,1998-03-31,89.0,2017-04-06,95.0
Daejeon,1999-03-30,88.0,1999-04-06,95.0,2018-04-02,91.0
Daejeon,2000-04-01,91.0,2000-04-05,95.0,2019-04-06,95.0
Daejeon,2001-03-26,84.0,2001-04-05,94.0,2020-03-29,88.0
Daejeon,2002-03-20,78.0,2002-03-30,88.0,2021-03-26,84.0
Daejeon,2003-03-24,82.0,2003-04-01,90.0,2022-04-05,94.0
Daejeon,2004-03-16,75.0,2004-03-30,89.0,2023-03-27,85.0
Daejeon,2005-04-02,91.0,2005-04-08,97.0,2024-04-02,92.0
Daejeon,2006-03-31,89.0,2006-04-08,97.0,,
Daejeon,2007-03-22,80.0,2007-03-31,89.0,,
Daejeon,2008-03-25,84.0,2008-04-03,93.0,,
Daejeon,2009-03-19,77.0,2009-03-30,88.0,,
Daejeon,2010-04-01,90.0,2010-04-16,105.0,,
Daejeon,2011-04-04,93.0,2011-04-12,101.0,,
Daejeon,2012-03-30,89.0,2012-04-11,101.0,,
Daejeon,2013-03-25,83.0,2013-04-03,92.0,,
Daejeon,2014-03-18,76.0,2014-03-28,86.0,,
Daejeon,2015-03-24,82.0,2015-03-29,87.0,,
Daejeon,2016-03-19,78.0,2016-03-31,90.0,,
Daejeon,2017-03-20,78.0,2017-04-03,92.0,,
Daejeon,2018-03-26,84.0,2018-03-31,89.0,,
Daejeon,2019-03-25,83.0,2019-03-29,87.0,,
Daejeon,2020-03-12,71.0,2020-03-24,83.0,,
Daejeon,2021-03-11,69.0,2021-03-23,81.0,,
Daejeon,2022-03-19,77.0,2022-03-31,89.0,,
Daejeon,2023-03-19,77.0,2023-03-22,80.0,,
Daejeon,2024-03-15,74.0,2024-03-30,89.0,,
Daejeon,2025-03-26,84.0,2025-04-01,90.0,2025-04-05,94.0
Dongducheon,1998-03-24,82.0,1998-04-06,95.0,2015-04-06,95.0
Dongducheon,1999-04-01,90.0,1999-04-16,105.0,,
Dongducheon,2000-04-03,93.0,2000-04-19,109.0,,
Dongducheon,2001-03-31,89.0,2001-04-14,103.0,,
Dongducheon,2002-03-30,88.0,2002-04-04,93.0,,
Dongducheon,2003-03-30,88.0,2003-04-12,101.0,,
Dongducheon,2004-03-29,88.0,2004-04-11,101.0,,
Dongducheon,2005-04-08,97.0,2005-04-17,106.0,,
Dongducheon,2006-04-07,96.0,2006-04-11,100.0,,
Dongducheon,2007-04-03,92.0,2007-04-10,99.0,,
Dongducheon,2008-04-05,95.0,2008-04-12,102.0,,
Dongducheon,2009-03-28,86.0,2009-04-11,100.0,,
Dongducheon,2010-04-07,96.0,2010-04-23,112.0,,
Dongducheon,2011-04-06,95.0,2011-04-25,114.0,,
Dongducheon,2012-04-16,106.0,2012-04-20,110.0,,
Dongducheon,2013-04-21,110.0,2013-04-27,116.0,,
Dongducheon,2014-04-07,96.0,2014-04-09,98.0,,
Dongducheon,2015-03-27,85.0,2015-04-03,92.0,,
Dongducheon,,,,,,
Donghae,1993-03-24,82.0,1993-04-04,93.0,1993-04-09,98.0
Donghae,1994-03-29,87.0,1994-04-06,95.0,1994-04-13,102.0
Donghae,1995-03-26,84.0,1995-04-12,101.0,2015-04-06,95.0
Donghae,1996-03-28,87.0,1996-04-18,108.0,,
Donghae,1997-03-20,78.0,1997-04-07,96.0,,
Donghae,1998-03-01,59.0,1998-03-26,84.0,,
Donghae,1999-03-19,77.0,1999-04-05,94.0,,
Donghae,2000-03-15,74.0,2000-04-06,96.0,,
Donghae,2001-03-22,80.0,2001-04-02,91.0,,
Donghae,2002-03-08,66.0,2002-03-21,79.0,,
Donghae,2003-03-31,89.0,2003-04-06,95.0,,
Donghae,2004-03-23,82.0,2004-03-28,87.0,,
Donghae,2005-03-20,78.0,2005-04-08,97.0,,
Donghae,2006-03-20,78.0,2006-04-03,92.0,,
Donghae,2007-03-13,71.0,2007-03-31,89.0,,
Donghae,2008-03-15,74.0,2008-04-03,93.0,,
Donghae,2009-03-19,77.0,2009-03-30,88.0,,
Donghae,2010-03-30,88.0,2010-04-17,106.0,,
Donghae,2011-04-01,90.0,2011-04-10,99.0,,
Donghae,2012-04-03,93.0,2012-04-12,102.0,,
Donghae,2013-04-02,91.0,2013-04-09,98.0,,
Donghae,2014-03-27,85.0,2014-04-02,91.0,,
Donghae,2015-03-24,82.0,2015-03-31,89.0,,
Donghae,,,,,,
Ganghwa,1976-03-18,77.0,1976-04-08,98.0,1976-04-16,106.0
Ganghwa,1977-03-26,84.0,1977-04-12,101.0,1977-04-16,105.0
Ganghwa,1978-03-28,86.0,1978-04-13,102.0,1978-04-17,106.0
Ganghwa,1979-03-30,88.0,1979-04-09,98.0,1979-04-11,100.0
Ganghwa,1980-03-31,90.0,1980-04-18,108.0,1980-04-20,110.0
Ganghwa,1981-04-05,94.0,1981-04-20,109.0,1981-04-29,118.0
Ganghwa,1982-04-02,91.0,1982-04-16,105.0,1982-04-26,115.0
Ganghwa,1983-04-04,93.0,1983-04-15,104.0,1983-04-27,116.0
Ganghwa,1984-04-10,100.0,1984-04-17,107.0,1984-04-26,116.0
Ganghwa,1985-04-11,100.0,1985-04-16,105.0,1985-04-24,113.0
Ganghwa,1986-04-17,106.0,1986-04-21,110.0,1986-04-28,117.0
Ganghwa,1987-04-06,95.0,1987-04-22,111.0,1987-04-28,117.0
