row_type,player_id,name,team,conference,primary_pos,secondary_pos,height_in,weight_lb,ppg,apg,orpg,drpg,rpg,spg,bpg,tov,fgm,fga,fg_pct,pts,ftm,win,loss
PLAYER,1107,Wyatt Parker,Metro Titans,B,PF,C,80.8,238.2,16.3,1.4,2.0,6.3,8.3,0.7,0.5,2.4,8.2,16.0,0.5,16.3,5.4,9,11
PLAYER,1108,Brayden Young,Metro Titans,B,C,PF,83.9,250.0,6.8,1.9,3.1,8.0,11.1,0.7,2.3,1.8,7.2,13.7,0.5,6.8,2.7,12,8
PLAYER,1109,Bryce Kelley,Summit Serpents,B,PG,SG,71.3,185.5,13.4,8.3,1.0,3.1,4.1,3.0,0.4,1.9,7.7,15.3,0.5,13.4,2.9,14,6
PLAYER,1110,Wyatt Zamora,Summit Serpents,B,SG,PG,78.2,203.3,25.7,4.7,0.7,3.6,4.3,1.7,0.5,2.6,12.5,21.0,0.6,25.7,6.6,8,12
PLAYER,1111,Nolan Frazier,Summit Serpents,B,SG,SF,75.1,185.5,20.7,5.6,0.6,2.3,2.9,2.6,0.7,2.2,9.4,18.2,0.5,20.7,5.8,15,5
PLAYER,1112,Sawyer Emerson,Summit Serpents,B,SF,SG,77.6,214.0,17.8,4.4,2.0,5.5,7.6,1.9,0.3,2.0,9.9,19.2,0.5,17.8,4.1,9,11
PLAYER,1113,Finn Johnson,Summit Serpents,B,SF,PF,78.5,221.9,9.6,4.1,1.2,5.5,6.6,0.6,0.7,1.4,7.8,15.3,0.5,9.6,3.0,14,6
PLAYER,1114,Zion Reeves,Summit Serpents,B,PF,SF,83.4,241.2,9.4,1.0,2.1,5.7,7.7,1.0,1.0,1.3,7.3,15.6,0.5,9.4,3.2,13,7
PLAYER,1115,Bryce Lopez,Summit Serpents,B,PF,C,82.6,237.7,14.5,3.0,3.4,6.5,9.9,1.2,0.6,1.0,10.6,17.3,0.6,14.5,3.4,8,12
PLAYER,1116,Amari Clark,Summit Serpents,B,C,PF,84.2,242.3,18.8,0.8,3.7,7.2,10.9,0.7,1.3,2.3,8.2,18.0,0.5,18.8,5.2,9,11
PLAYER,1117,Wyatt Johnson,Desert Comets,B,PG,SG,71.5,186.2,12.3,9.4,1.1,2.9,3.9,2.7,0.4,1.5,9.2,17.0,0.5,12.3,3.7,14,6
PLAYER,1118,Victor Yang,Desert Comets,B,SG,PG,75.6,202.1,25.4,1.8,1.4,3.0,4.4,2.5,0.5,2.3,10.4,21.9,0.5,25.4,7.0,10,10
PLAYER,1119,Jude Harris,Desert Comets,B,SG,SF,76.2,188.9,24.1,4.6,0.8,3.9,4.7,2.8,0.6,1.5,13.4,22.0,0.6,24.1,5.7,12,8
PLAYER,1120,Zion Parker,Desert Comets,B,SF,SG,79.1,200.5,15.4,1.3,1.1,6.3,7.4,1.2,0.4,2.3,10.9,18.4,0.6,15.4,3.8,12,8
PLAYER,1121,Sawyer Walker,Desert Comets,B,SF,PF,78.7,212.0,15.5,2.5,1.5,5.1,6.6,1.5,0.4,1.4,7.9,15.7,0.5,15.5,4.3,13,7
PLAYER,1122,Grayson Benson,Desert Comets,B,PF,SF,79.1,226.7,19.3,2.0,2.1,7.2,9.3,1.3,0.6,1.3,10.0,19.3,0.5,19.3,5.8,8,12
PLAYER,1123,Grayson Adams,Desert Comets,B,PF,C,82.2,223.9,7.1,2.7,2.8,6.4,9.3,1.4,0.9,0.9,8.0,13.1,0.6,7.1,2.5,13,7
PLAYER,1124,Parker Underwood,Desert Comets,B,C,PF,85.9,280.4,12.5,2.1,3.0,6.5,9.5,0.8,1.2,2.2,9.5,16.5,0.6,12.5,3.7,11,9
PLAYER,1125,Dylan Kelley,Desert Comets,B,PG,SG,75.4,184.8,14.5,10.2,1.2,2.2,3.4,2.6,0.3,1.9,8.3,15.4,0.5,14.5,3.6,10,10
