ID,CREATE_TIME,ALI_FQZSCORE,BAIDU_FQZSCORE,NUMBER OF LOAN APPLICATIONS TO PBOC,ISBAD,AMOUNT,OVD_BAL
ID20260510009384,25-Mar,720,493,6,0,50000,0
ID20260510013096,25-Mar,825,470,6,0,20000,0
ID20260510012906,25-Mar,745,386,13,1,50000,2000
ID20260510015431,25-Apr,795,437,6,0,20000,0
ID20260511010557,25-Apr,765,532,6,0,50000,0
ID20260506015258,24-Sep,750,379,12,1,50000,2000
ID20260428008516,24-Jan,705,392,5,0,50000,0
ID20260428012620,24-Jan,735,489,5,0,50000,0
ID20260505006306,24-Jun,750,395,9,1,100000,2000
ID20260507009006,24-Oct,750,415,9,1,100000,2000
ID20260428018181,24-Feb,715,399,5,0,50000,0
ID20260428018579,24-Feb,755,403,5,0,50000,0
ID20260508008997,24-Nov,750,403,6,1,20000,2000
ID20260429009545,24-Apr,745,491,5,0,50000,0
ID20260429007498,24-Aug,750,381,4,1,20000,2000
ID20260507001725,24-Sep,755,327,29,1,50000,2000
ID20260429007419,24-Mar,755,376,7,1,50000,2000
ID20260429013103,24-Apr,755,387,4,1,50000,2000
ID20260504004682,24-Jun,705,374,5,0,50000,0
ID20260505005152,24-Jun,820,510,5,0,100000,0
ID20260505008135,24-Jul,785,397,5,0,100000,0
ID20260426013881,24-Jul,820,492,5,0,50000,0
ID20260429004708,24-Mar,755,385,3,1,50000,2000
ID20260506003005,24-Jul,765,409,5,0,20000,0
ID20260506004105,24-Jul,820,448,5,0,50000,0
ID20260506008068,24-Aug,725,508,5,0,20000,0
ID20260506011109,24-Aug,825,455,5,0,50000,0
ID20260506011048,24-Aug,740,453,5,0,50000,0
ID20260506011620,24-Aug,830,504,5,0,50000,0
ID20260506012538,24-Aug,760,507,5,0,50000,0
ID20260428017945,24-Sep,825,397,5,0,100000,0
ID20260511014047,25-May,755,414,3,1,100000,2000
ID20260506014877,24-Sep,770,465,5,0,50000,0
ID20260505003300,24-May,760,416,12,1,50000,2000
ID20260506020584,24-Sep,705,432,5,0,20000,0
ID20260507008644,24-Sep,780,494,5,0,50000,0
ID20260507012681,24-Oct,790,367,5,0,20000,0
ID20260507013855,24-Oct,820,377,5,0,50000,0
ID20260507011432,24-Oct,805,394,5,0,50000,0
ID20260506018464,24-Sep,760,393,11,1,50000,2000
ID20260507015078,24-Oct,775,393,5,0,50000,0
ID20260507007790,24-Oct,840,442,5,0,100000,0
ID20260428017402,24-Feb,765,362,13,1,100000,2000
ID20260507016818,24-Nov,815,428,5,0,50000,0
ID20260507018043,24-Nov,765,487,5,0,50000,0
ID20260428010016,24-Jan,765,443,12,1,20000,2000
ID20260507019155,24-Nov,720,464,5,0,50000,0
ID20260507017736,24-Dec,745,473,5,0,20000,0
ID20260508007475,24-Dec,795,412,5,0,50000,0
ID20260427014080,24-Dec,735,438,5,0,50000,0
ID20260509007341,24-Dec,740,414,5,0,50000,0
ID20260509008721,25-Jan,785,390,5,0,50000,0
ID20260510005552,25-Feb,845,480,5,0,100000,0
ID20260510007275,25-Feb,765,518,5,0,100000,0
ID20260510011827,25-Mar,765,382,11,1,50000,2000
ID20260510014831,25-Apr,765,469,11,1,50000,2000
ID20260510010384,25-Mar,795,394,5,0,20000,0
ID20260510012859,25-Mar,775,401,5,0,50000,0
ID20260510013629,25-Mar,785,410,5,0,20000,0
ID20260510015193,25-Apr,745,463,5,0,50000,0
ID20260510014426,25-Apr,755,392,5,0,50000,0
ID20260511007498,25-Apr,825,516,5,0,50000,0
ID20260511010724,25-Apr,770,452,5,0,50000,0
ID20260429006577,24-Mar,765,376,7,1,100000,2000
ID20260428004131,24-Jan,775,478,4,0,100000,0
ID20260428007423,24-Jan,730,514,4,0,50000,0
ID20260428010298,24-Jan,805,434,4,0,50000,0
ID20260428010885,24-Jan,775,408,4,0,20000,0
ID20260428010153,24-Jan,795,485,4,0,50000,0
ID20260428013991,24-Feb,805,470,4,0,20000,0
ID20260428016627,24-Feb,700,491,4,0,50000,0
ID20260428017804,24-Feb,745,471,4,0,50000,0
ID20260428020315,24-Feb,715,403,4,0,50000,0
ID20260426004197,24-Mar,705,384,4,0,50000,0
ID20260429003381,24-Mar,820,397,4,0,100000,0
ID20260429008403,24-Mar,765,510,4,0,100000,0
ID20260429009885,24-Mar,735,477,4,0,50000,0
ID20260429010340,24-Mar,695,476,4,0,50000,0
ID20260429011281,24-Apr,735,390,4,0,20000,0
ID20260429012707,24-Apr,765,441,2,1,50000,2000
ID20260429013706,24-Apr,695,402,4,0,20000,0
ID20260429013629,24-Apr,805,504,4,0,50000,0
ID20260507015278,24-Oct,765,395,2,1,50000,2000
ID20260510007468,25-Feb,765,414,2,1,50000,2000
ID20260508005991,24-Nov,765,484,0,1,50000,2000
ID20260429013699,24-Apr,700,427,4,0,100000,0
ID20260430008661,24-Apr,725,413,4,0,100000,0
ID20260502006250,24-May,715,381,4,0,50000,0
ID20260503005824,24-May,755,396,4,0,50000,0
ID20260503007720,24-May,635,433,4,0,20000,0
ID20260430013756,24-May,800,443,4,0,50000,0
ID20260504008921,24-Jun,660,510,4,0,20000,0
ID20260505003389,24-Jun,795,491,4,0,50000,0
ID20260505005399,24-Jun,760,400,4,0,50000,0
ID20260510019511,25-Apr,770,406,29,1,50000,2000
ID20260505004516,24-Jun,820,476,4,0,50000,0
ID20260502015855,24-Jun,775,474,4,0,100000,0
ID20260505006097,24-Jun,825,475,4,0,100000,0
ID20260505004234,24-Jun,770,493,20,1,50000,2000
ID20260505007740,24-Jul,770,484,4,0,80000,0
ID20260428014010,24-Jan,770,470,5,1,50000,2000
ID20260507018062,24-Nov,770,415,3,1,70000,2000
ID20260503009267,24-May,775,486,15,1,50000,2000
ID20260506005089,24-Aug,755,380,4,0,100000,0
ID20260506003982,24-Aug,765,354,4,0,100000,0
ID20260506005268,24-Aug,760,449,4,0,50000,0
ID20260506016706,25-Jan,775,389,8,1,80000,2000
ID20260506008837,24-Aug,725,449,4,0,50000,0
ID20260506006400,24-Aug,815,518,4,0,70000,0
ID20260506011216,24-Aug,760,394,4,0,50000,0
ID20260506010887,24-Aug,735,501,4,0,100000,0
ID20260428008445,24-Feb,775,396,6,1,100000,2000
ID20260505006733,24-Sep,700,413,4,0,50000,0
ID20260506017606,24-Sep,695,392,4,0,80000,0
ID20260507010125,24-Oct,680,449,4,0,50000,0
ID20260507014399,24-Oct,800,485,4,0,70000,0
ID20260507015522,24-Oct,820,395,4,0,50000,0
ID20260506006459,24-Oct,845,431,4,0,100000,0
ID20260507016515,24-Oct,825,475,4,0,100000,0
ID20260507016160,24-Oct,785,513,4,0,50000,0
ID20260507017587,24-Nov,690,441,4,0,80000,0
ID20260507017961,24-Nov,630,491,4,0,50000,0
ID20260506014479,24-Sep,775,464,5,1,70000,2000
ID20260507019088,24-Nov,720,393,4,0,50000,0
ID20260505008493,24-Jul,775,511,4,1,100000,2000
ID20260508006829,24-Nov,780,524,4,0,100000,0
ID20260508011332,24-Dec,815,387,4,0,50000,0
ID20260508012768,24-Dec,750,487,4,0,80000,0
ID20260507017329,24-Dec,730,409,4,0,50000,0
ID20260509005779,24-Dec,805,406,4,0,70000,0
ID20260509007190,24-Dec,790,461,4,0,50000,0
ID20260509007216,24-Dec,765,468,4,0,100000,0
ID20260508010992,25-Jan,745,404,4,0,100000,0
ID20260509009608,25-Jan,770,392,4,0,50000,0
ID20260507019110,24-Nov,775,396,4,1,80000,2000
ID20260509010046,25-Jan,735,507,4,0,50000,0
ID20260508012279,24-Dec,780,441,10,1,70000,2000
ID20260505003774,24-Jun,780,485,4,1,50000,2000
ID20260509011897,25-Jan,805,496,4,0,100000,0
ID20260510004866,25-Feb,820,429,4,0,100000,0
ID20260509011275,25-Feb,805,521,4,0,50000,0
ID20260510009475,25-Feb,825,414,4,0,80000,0
ID20260510008758,25-Mar,775,394,4,0,50000,0
ID20260510014505,25-Mar,825,527,4,0,70000,0
ID20260510014407,25-Mar,780,489,3,1,50000,2000
ID20260510013201,25-Apr,770,382,4,0,100000,0
ID20260510014579,25-Apr,840,503,4,0,100000,0
ID20260510014253,25-Apr,840,502,4,0,50000,0
ID20260511008005,25-Apr,780,499,4,0,80000,0
ID20260510013424,25-Apr,640,385,4,0,50000,0
ID20260511013018,25-May,665,433,4,0,70000,0
ID20260511012148,25-May,820,414,4,0,50000,0
ID20260511014318,25-May,720,386,4,0,100000,0
ID20260427011311,24-Jan,780,456,3,0,100000,0
ID20260501013657,24-Apr,780,405,2,1,50000,2000
ID20260428009508,24-Jan,755,418,3,0,80000,0
ID20260428014781,24-Jan,810,498,3,0,50000,0
ID20260428016897,24-Feb,675,392,3,0,70000,0
ID20260428017320,24-Feb,825,519,3,0,50000,0
ID20260428018144,24-Feb,830,458,3,0,100000,0
ID20260428017852,24-Feb,775,388,3,0,100000,0
ID20260428019015,24-Feb,815,412,3,0,50000,0
ID20260428018594,24-Feb,760,385,3,0,80000,0
ID20260428018542,24-Feb,870,464,3,0,50000,0
ID20260509002208,24-Dec,785,436,21,1,70000,2000
ID20260429005149,24-Mar,785,522,3,0,50000,0
ID20260429005499,24-Mar,795,418,3,0,100000,0
ID20260504007229,24-May,785,484,7,1,100000,2000
ID20260429005677,24-Mar,845,404,3,0,50000,0
ID20260429005966,24-Mar,790,442,3,0,80000,0
ID20260507019767,24-Nov,785,510,4,1,50000,2000
ID20260429013595,24-Apr,835,525,3,0,70000,0
ID20260430006730,24-Apr,825,412,3,0,50000,0
ID20260502012574,24-May,815,463,3,0,100000,0
ID20260503006835,24-May,670,403,3,0,100000,0
ID20260501013832,24-May,595,466,3,0,50000,0
ID20260505006664,24-Jun,800,407,3,0,80000,0
ID20260505006542,24-Jun,800,426,3,0,50000,0
ID20260505006633,24-Jun,775,402,3,0,70000,0
ID20260505007139,24-Jun,780,487,3,0,50000,0
ID20260505007323,24-Jun,745,477,3,0,100000,0
ID20260509011003,25-Jan,785,397,4,1,100000,2000
ID20260505007996,24-Jul,765,472,3,0,50000,0
ID20260510013693,25-Mar,785,396,4,1,80000,2000
ID20260505008848,24-Jul,740,368,3,0,50000,0
ID20260506003178,24-Jul,830,424,3,0,70000,0
ID20260505007710,24-Jun,785,445,3,1,50000,2000
ID20260506008711,24-Aug,770,391,3,0,100000,0
ID20260506010686,24-Aug,735,529,3,0,100000,0
ID20260506009955,24-Sep,795,374,3,0,50000,0
ID20260506016856,24-Sep,750,397,3,0,80000,0
ID20260511013704,25-May,785,407,3,1,50000,2000
ID20260506016809,24-Oct,790,410,3,0,70000,0
ID20260507014348,24-Oct,745,433,3,0,50000,0
ID20260507016484,24-Oct,735,469,3,0,100000,0
ID20260507009414,24-Oct,680,423,3,0,100000,0
ID20260507017262,24-Nov,685,446,3,0,50000,0
ID20260506014455,24-Sep,790,441,20,1,80000,2000
ID20260507019129,24-Nov,785,400,3,0,50000,0
ID20260507019156,24-Nov,775,399,3,0,70000,0
ID20260508007258,24-Nov,730,395,3,0,50000,0
ID20260509004990,24-Dec,800,397,3,0,100000,0
ID20260509005907,24-Dec,740,522,3,0,100000,0
ID20260429002818,24-Mar,795,472,25,1,50000,2000
ID20260507019508,25-Jan,735,391,3,0,80000,0
ID20260509009987,25-Jan,710,478,3,0,50000,0
ID20260509009527,25-Jan,740,428,3,0,70000,0
ID20260509011881,25-Jan,775,368,3,0,50000,0
ID20260507019507,25-Feb,680,379,3,0,100000,0
ID20260510005514,25-Feb,785,505,3,0,100000,0
ID20260510007597,25-Feb,705,414,3,0,50000,0
ID20260510005614,25-Feb,660,393,3,0,80000,0
ID20260510011958,25-Mar,825,451,3,0,50000,0
ID20260510012331,25-Mar,790,511,3,0,70000,0
ID20260510012746,25-Mar,745,490,3,0,50000,0
ID20260510013125,25-Mar,820,406,3,0,100000,0
ID20260427017277,24-Jan,795,459,12,1,100000,2000
ID20260510014112,25-Mar,730,468,3,0,50000,0
ID20260510014920,25-Apr,705,386,3,0,80000,0
ID20260510016990,25-Apr,710,476,3,0,50000,0
ID20260506010296,24-Aug,795,530,6,1,70000,2000
ID20260511006148,25-May,790,441,3,0,50000,0
ID20260429010713,24-Jul,795,459,4,1,100000,2000
ID20260428005704,24-Jan,720,472,2,0,100000,0
ID20260428004756,24-Jan,675,389,2,0,50000,0
ID20260428015529,24-Feb,700,409,2,0,80000,0
ID20260428020352,24-Mar,790,394,2,0,50000,0
ID20260428020503,24-Mar,800,522,2,0,70000,0
ID20260429011074,24-Mar,825,506,2,0,50000,0
ID20260429011191,24-Apr,650,377,2,0,100000,0
ID20260429011666,24-Apr,765,482,2,0,100000,0
ID20260429009861,24-Mar,795,423,3,1,50000,2000
ID20260429011061,24-Apr,760,450,2,0,80000,0
ID20260501001549,24-Apr,800,329,17,1,50000,2000
ID20260504009433,24-May,760,457,2,0,70000,0
ID20260505000005,24-May,810,416,2,0,50000,0
ID20260503004836,24-May,710,475,2,0,100000,0
ID20260505008472,24-Jul,800,478,7,1,100000,2000
ID20260505005287,24-Jun,785,419,2,0,50000,0
ID20260505008604,24-Jul,800,450,6,1,80000,2000
ID20260505007582,24-Jun,840,459,2,0,50000,0
ID20260505007920,24-Jul,820,443,2,0,70000,0
ID20260505006034,24-Jul,840,440,2,0,50000,0
ID20260506000708,24-Jul,745,416,2,0,100000,0
ID20260502010937,24-Jul,745,465,2,0,100000,0
ID20260506004050,24-Jul,660,404,2,0,50000,0
ID20260506007293,24-Aug,770,507,2,0,80000,0
ID20260511000066,25-Apr,805,425,21,1,50000,2000
ID20260507009720,24-Oct,815,393,2,0,70000,0
ID20260507011419,24-Oct,595,420,2,0,50000,0
ID20260428019547,24-Mar,810,386,3,1,100000,2000
ID20260507016698,24-Oct,800,384,2,0,100000,0
ID20260507010527,24-Nov,735,407,2,0,50000,0
ID20260507018776,24-Nov,830,411,2,0,80000,0
ID20260505008443,24-Jul,830,367,17,1,50000,2000
ID20260508012685,24-Dec,635,413,2,0,70000,0
ID20260507018730,24-Dec,715,494,2,0,50000,0
ID20260509006220,24-Dec,790,470,2,0,100000,0
ID20260509006732,24-Dec,810,432,2,0,100000,0
ID20260510011463,25-Mar,830,491,10,1,50000,2000
ID20260509007266,24-Dec,715,404,2,0,80000,0
ID20260508012638,25-Jan,760,501,2,0,50000,0
ID20260509009698,25-Jan,830,495,2,0,70000,0
ID20260509005856,25-Jan,795,502,2,0,50000,0
ID20260506012715,24-Sep,840,487,11,1,100000,2000
ID20260510008814,25-Feb,815,484,2,0,100000,0
ID20260509009113,25-Mar,710,514,2,0,50000,0
ID20260510010927,25-Mar,735,394,2,0,80000,0
ID20260510013111,25-Mar,835,381,2,0,50000,0
ID20260510013624,25-Mar,735,398,2,0,70000,0
ID20260510012358,25-Mar,770,406,2,0,50000,0
ID20260510013582,25-Mar,795,436,2,0,100000,0
ID20260510009834,25-Mar,810,443,2,0,50000,0
ID20260511006850,25-Apr,675,379,2,0,80000,0
ID20260511011941,25-May,820,392,2,0,50000,0
ID20260511014773,25-May,800,511,2,0,70000,0
ID20260428011933,24-Jan,750,466,0,0,50000,0
ID20260428011237,24-Jan,730,369,0,0,100000,0
ID20260428018077,24-Feb,735,389,0,0,50000,0
ID20260428019331,24-Feb,785,390,0,0,80000,0
ID20260429010185,24-Mar,780,437,0,0,50000,0
ID20260503003077,24-May,825,412,0,0,70000,0
ID20260504007202,24-May,760,386,0,0,50000,0
ID20260505008729,24-Jul,805,418,0,0,100000,0
ID20260506009981,24-Aug,760,458,0,0,50000,0
ID20260506012575,24-Aug,540,401,0,0,80000,0
ID20260506010119,24-Aug,775,480,0,0,50000,0
ID20260506015299,24-Sep,760,530,0,0,70000,0
ID20260505008426,24-Jul,840,389,3,1,50000,2000
ID20260507015482,24-Oct,755,354,0,0,100000,0
ID20260507018965,24-Nov,675,400,0,0,50000,0
ID20260507020668,24-Nov,775,412,0,0,80000,0
ID20260505006134,24-Jun,850,412,7,1,50000,2000
ID20260508006486,24-Dec,800,504,0,0,70000,0
ID20260509004261,24-Dec,805,500,0,0,50000,0
ID20260509008725,25-Jan,690,400,0,0,100000,0
ID20260504009099,24-May,860,493,7,1,50000,2000
ID20260509009749,25-Jan,800,433,0,0,80000,0
ID20260509006511,25-Feb,685,405,0,0,50000,0
ID20260510003189,25-Feb,740,403,0,0,70000,0
ID20260510014254,25-Mar,755,397,0,0,50000,0
ID20260511012262,25-Apr,755,373,0,0,100000,0
ID20260511013460,25-May,805,402,0,0,50000,0
