db,indcode,isparent,indname,parentcode
fsnd,A0E02,False,国有控股工业企业主要经济指标（-2022）,A0E
fsnd,A0E0E,False,私营工业企业主要经济指标（2023-至今）,A0E
fsnd,A0E03,False,私营工业企业主要经济指标（-2022）,A0E
fsnd,A0E0F,False,外商及港澳台商投资工业企业主要经济指标（2023-至今）,A0E
fsnd,A0E04,False,外商及港澳台商投资工业企业主要经济指标（-2022）,A0E
fsnd,A0E0G,False,大中型工业企业主要经济指标（2023-至今）,A0E
fsnd,A0E05,False,大中型工业企业主要经济指标（-2022）,A0E
fsnd,A0E0B,False,工业产品产量,A0E
fsnd,A0F,True,建筑业,""
fsnd,A0F01,False,总承包建筑业企业主要经济指标,A0F
fsnd,A0F02,False,专业承包建筑业企业主要经济指标,A0F
fsnd,A0F03,False,建筑业总产值,A0F
fsnd,A0F05,False,建筑业企业利税总额,A0F
fsnd,A0F06,False,建筑业企业利润总额,A0F
fsnd,A0F08,False,按登记注册类型分建筑业企业单位数,A0F
fsnd,A0F09,False,按登记注册类型分建筑业企业从业人员,A0F
fsnd,A0F0A,False,建筑业企业技术装备情况,A0F
fsnd,A0F0B,False,国有建筑业企业技术装备情况,A0F
fsnd,A0F0C,False,按登记注册类型分建筑业总产值,A0F
fsnd,A0F0D,False,按行业分建筑业总产值,A0F
fsnd,A0F0E,False,建筑业企业签订合同和承包工程完成情况,A0F
fsnd,A0F0F,False,按登记注册类型分建筑业企业实收资本,A0F
fsnd,A0F0G,False,建筑业企业资产,A0F
fsnd,A0F0H,False,按登记注册类型分建筑业企业资产,A0F
fsnd,A0F0I,False,建筑业企业负债及所有者权益,A0F
fsnd,A0F0J,False,按登记注册类型分建筑业企业所有者权益,A0F
fsnd,A0F0K,False,按登记注册类型分建筑业企业负债,A0F
fsnd,A0F0L,False,建筑业企业总收入,A0F
fsnd,A0F0M,False,按登记注册类型分建筑业企业总收入,A0F
fsnd,A0F0N,False,建筑业企业利税总额,A0F
fsnd,A0F0O,False,按登记注册类型分建筑业企业税金总额,A0F
fsnd,A0F0P,False,按登记注册类型分建筑业企业利润总额,A0F
fsnd,A0F0Q,False,按资质等级分总承包建筑业企业利润总额,A0F
fsnd,A0F0R,False,按资质等级分专业承包建筑业企业利润总额,A0F
fsnd,A0F0S,False,按登记注册类型分建筑业企业工程结算利润,A0F
fsnd,A0F0T,False,建筑业劳动生产率,A0F
fsnd,A0F0U,False,建筑业房屋建筑面积,A0F
fsnd,A0F0V,False,劳务分包建筑业企业主要指标,A0F
fsnd,A0F0W,False,勘察设计机构和人员数,A0F
fsnd,A0F0X,False,勘察设计单位营业收入情况,A0F
fsnd,A0F0Y,False,建设工程监理企业和人员数,A0F
fsnd,A0F0Z,False,建设工程监理营业收入,A0F
fsnd,A0G,True,运输和邮电,""
fsnd,A0G01,False,交通运输、邮电通信业就业人员数,A0G
fsnd,A0G02,False,运输线路长度,A0G
fsnd,A0G03,False,客运量,A0G
fsnd,A0G04,False,旅客周转量,A0G
fsnd,A0G05,False,货运量,A0G
fsnd,A0G06,False,货物周转量,A0G
fsnd,A0G07,False,民用汽车拥有量,A0G
fsnd,A0G08,False,私人汽车拥有量,A0G
fsnd,A0G09,False,新注册民用汽车数量,A0G
fsnd,A0G0A,False,公路营运汽车拥有量,A0G
fsnd,A0G0B,False,民用运输船舶拥有量,A0G
fsnd,A0G0D,False,邮电业务量,A0G
fsnd,A0G0E,False,快递业务量,A0G
fsnd,A0G0F,False,邮政业网点及邮递线路,A0G
fsnd,A0G0G,False,电信主要通信能力,A0G
fsnd,A0G0H,False,电信通信服务水平,A0G
fsnd,A0G0I,False,邮政通信服务水平,A0G
fsnd,A0G0J,False,互联网主要指标发展情况,A0G
fsnd,A0G0K,False,企业信息化及电子商务情况,A0G
fsnd,A0G0L,False,软件和信息技术服务业主要经济指标,A0G
fsnd,A0H,False,社会消费品零售总额,""
fsnd,A0I,True,批发和零售业,""
fsnd,A0I01,False,限额以上批发和零售业企业年末资产负债,A0I
fsnd,A0I02,False,限额以上批发和零售业企业主要财务指标,A0I
fsnd,A0I03,False,限额以上批发业企业基本情况和商品购销存情况,A0I
fsnd,A0I04,False,限额以上批发业企业资产及负债,A0I
fsnd,A0I05,False,限额以上批发业企业主要财务指标,A0I
fsnd,A0I06,False,限额以上零售业企业基本情况和商品购销存情况,A0I
fsnd,A0I07,False,限额以上零售业企业资产及负债,A0I
fsnd,A0I08,False,限额以上零售业企业主要财务指标,A0I
fsnd,A0I09,False,连锁零售企业,A0I
fsnd,A0I0A,False,亿元以上商品交易市场基本情况,A0I
fsnd,A0I0B,False,亿元以上农产品交易市场情况,A0I
fsnd,A0J,True,住宿和餐饮业,""
fsnd,A0J01,False,限额以上住宿和餐饮业企业年末资产负债,A0J
fsnd,A0J02,False,限额以上住宿和餐饮业企业主要财务指标,A0J
fsnd,A0J03,False,限额以上住宿业企业基本情况和经营情况,A0J
fsnd,A0J04,False,限额以上住宿业企业企业资产及负债,A0J
fsnd,A0J05,False,限额以上住宿业企业主要财务指标,A0J
fsnd,A0J06,False,限额以上餐饮业企业基本情况和经营情况,A0J
fsnd,A0J07,False,限额以上餐饮业企业资产及负债,A0J
fsnd,A0J08,False,限额以上餐饮业企业主要财务指标,A0J
fsnd,A0J09,False,连锁餐饮企业基本情况,A0J
fsnd,A0K,True,旅游业,""
fsnd,A0K01,False,国际旅游(外汇)收入,A0K
fsnd,A0K02,False,接待入境过夜游客,A0K
fsnd,A0L,True,金融业,""
fsnd,A0L01,False,原保险保费收入和赔付支出情况,A0L
fsnd,A0M,True,教育,""
fsnd,A0M01,False,高等学校普通本、专科学校和学生情况,A0M
fsnd,A0M02,False,普通高等学校(机构)教职工情况,A0M
fsnd,A0M03,False,中等职业学校(机构)学生情况,A0M
fsnd,A0M04,False,中等职业学校(机构)教职工数,A0M
fsnd,A0M05,False,普通高中基本情况,A0M
fsnd,A0M06,False,初中基本情况,A0M
fsnd,A0M07,False,普通小学基本情况,A0M
fsnd,A0M08,False,特殊教育基本情况,A0M
fsnd,A0M09,False,各级普通学校生师比,A0M
fsnd,A0M0A,False,每十万人口各级学校平均在校生数,A0M
fsnd,A0M0B,False,教育经费情况,A0M
fsnd,A0M0C,False,普通高等学校招生报名情况,A0M
fsnd,A0M0D,False,在职人员攻读博士、硕士学位分学科学生数,A0M
fsnd,A0N,True,科技,""
fsnd,A0N01,False,规模以上工业企业研究与试验发展(R&D)活动情况,A0N
fsnd,A0N02,False,规模以上工业企业新产品开发及生产情况,A0N
fsnd,A0N03,False,规模以上工业企业专利情况,A0N
fsnd,A0N04,False,国内三种专利申请受理数和授权数,A0N
fsnd,A0N05,False,公有经济企事业单位专业技术人员数,A0N
fsnd,A0N06,False,技术市场成交额,A0N
fsnd,A0N07,False,测绘地理信息部门生产完成情况,A0N
fsnd,A0N08,False,测绘资料提供情况,A0N
fsnd,A0N09,False,地震监测情况,A0N
fsnd,A0N0A,False,气象业务站点及观测项目情况,A0N
fsnd,A0N0B,False,产品质量情况,A0N
fsnd,A0N0C,False,产品质量省级监督抽查,A0N
fsnd,A0N0D,False,出入境货物检验检疫,A0N
fsnd,A0O,True,卫生,""
fsnd,A0O01,False,医疗卫生机构,A0O
fsnd,A0O02,False,卫生人员,A0O
fsnd,A0O03,False,每万人口卫生技术人员数,A0O
fsnd,A0O04,False,村卫生室情况,A0O
fsnd,A0O05,False,医疗卫生机构床位,A0O
fsnd,A0O06,False,每万人口医疗卫生机构床位数,A0O
fsnd,A0O07,False,按床位数分组的社区卫生服务中心(站),A0O
fsnd,A0O08,False,医疗卫生机构门诊服务情况,A0O
fsnd,A0O09,False,医疗卫生机构住院服务情况,A0O
fsnd,A0O0A,False,医院床位利用情况,A0O
fsnd,A0O0B,False,乡镇卫生院医疗服务情况,A0O
fsnd,A0O0C,False,新型农村合作医疗情况,A0O
fsnd,A0P,True,社会服务,""
fsnd,A0P01,False,社会福利企业,A0P
fsnd,A0P02,False,孤儿和家庭儿童收养,A0P
fsnd,A0P03,False,社会救助,A0P
fsnd,A0P04,False,医疗救助,A0P
fsnd,A0P05,False,优抚安置,A0P
fsnd,A0P06,False,福利彩票销售,A0P
fsnd,A0P07,False,社会捐赠,A0P
fsnd,A0P08,False,社区服务机构,A0P
fsnd,A0P09,False,婚姻服务,A0P
fsnd,A0P0A,False,殡葬服务,A0P
fsnd,A0P0B,False,社会组织,A0P
fsnd,A0P0C,False,自治组织,A0P
fsnd,A0Q,True,文化,""
fsnd,A0Q01,False,艺术表演团体、艺术表演场馆演出情况,A0Q
fsnd,A0Q02,False,博物馆,A0Q
fsnd,A0Q03,False,公共图书馆,A0Q
fsnd,A0Q04,False,广播电视节目综合人口覆盖情况,A0Q
fsnd,A0Q05,False,广播节目制作播出情况,A0Q
fsnd,A0Q06,False,电视节目制作播出情况,A0Q
fsnd,A0Q07,False,有线广播电视传输干线网络及用户情况,A0Q
fsnd,A0Q08,False,广播电视技术情况,A0Q
fsnd,A0Q09,False,图书、期刊和报纸出版情况,A0Q
fsnd,A0Q0A,False,少年儿童读物类图书和课本出版情况,A0Q
fsnd,A0Q0B,False,录像制品出版情况,A0Q
fsnd,A0Q0C,False,录音制品出版情况,A0Q
fsnd,A0Q0D,False,电子出版物出版情况,A0Q
fsnd,A0Q0E,False,版权合同登记,A0Q
fsnd,A0Q0F,False,出版物发行机构数和网点数,A0Q
fsnd,A0Q0G,False,出版印刷生产情况,A0Q
fsnd,A0R,True,体育,""
fsnd,A0R01,False,分技术等级运动员发展人数,A0R
fsnd,A0R02,False,分等级教练员发展人数,A0R
fsnd,A0S,True,公共管理、社会保障及其他,""
fsnd,A0S01,False,交通事故,A0S
fsnd,A0S02,False,火灾事故,A0S
fsnd,A0S03,False,年末城镇职工基本养老保险,A0S
fsnd,A0S04,False,失业保险,A0S
fsnd,A0S05,False,城镇基本医疗保险,A0S
fsnd,A0S06,False,工伤保险,A0S
fsnd,A0S07,False,生育保险,A0S
fsnd,A0S08,False,新型农村社会养老保险试点情况,A0S
fsnd,A0S0A,False,城乡居民最低生活保障和社会救济平均标准,A0S
fsnd,A0S0B,False,城乡居民社会养老保险情况,A0S
