#curie_map:
#  ibm-ai-capabilities: https://ibm.github.io/ai-atlas-nexus/capabilities/
#  hf-ml-tasks: https://huggingface.co/tasks/
#  ibmadapter: https://huggingface.co/ibm-granite/
#  semapv: https://w3id.org/semapv/vocab/
#  nexus: https://ibm.github.io/ai-atlas-nexus/ontology/
#  bigbench: https://github.com/google/BIG-bench/blob/main/bigbench/benchmark_tasks/keywords/
#mapping_set_id: https://github.com/IBM/ai-atlas-nexus/tree/main/src/data/mappings/ibm_capabilities_to_tasks.tsv
#mapping_set_description: Mapping from IBM AI Capabilities to AI Tasks
#license: https://www.apache.org/licenses/LICENSE-2.0.html
#mapping_date: "2025-11-26"
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	confidence	comment
ibm-ai-capabilities:ibm-cap-code-understanding	Code Understanding	nexus:requiredByTask	hf-ml-tasks:code-explanation	Code Explanation	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.95	Core capability for understanding code
ibm-ai-capabilities:ibm-cap-text-generation	Text Generation	nexus:requiredByTask	hf-ml-tasks:code-explanation	Code Explanation	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Generating clear natural language explanations
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:requiredByTask	hf-ml-tasks:code-explanation	Code Explanation	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.80	Understanding code as a form of text
ibm-ai-capabilities:ibm-cap-code-understanding	Code Understanding	nexus:requiredByTask	hf-ml-tasks:code-editing	Code Editing	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.95	Must understand existing code to edit it
ibm-ai-capabilities:ibm-cap-code-generation	Code Generation	nexus:requiredByTask	hf-ml-tasks:code-editing	Code Editing	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Generating modified or new code sections
ibm-ai-capabilities:ibm-cap-logical-reasoning	Logical Reasoning	nexus:requiredByTask	hf-ml-tasks:code-editing	Code Editing	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.85	Reasoning about code changes and their effects
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:requiredByTask	hf-ml-tasks:document-question-answering	Document Question Answering	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.95	Essential for understanding document content and questions
ibm-ai-capabilities:ibm-cap-contextual-understanding	Contextual Understanding	nexus:requiredByTask	hf-ml-tasks:document-question-answering	Document Question Answering	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.95	Critical for multi-modal document understanding
ibm-ai-capabilities:ibm-cap-logical-reasoning	Logical Reasoning	nexus:requiredByTask	hf-ml-tasks:document-question-answering	Document Question Answering	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.85	Required for reasoning about document structure and content
ibm-ai-capabilities:ibm-cap-domain-knowledge	Domain Knowledge	nexus:requiredByTask	hf-ml-tasks:document-question-answering	Document Question Answering	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.80	Needed for domain-specific documents
ibm-ai-capabilities:ibm-cap-factual-accuracy	Factual Accuracy	nexus:requiredByTask	hf-ml-tasks:document-question-answering	Document Question Answering	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Critical for accurate document-based answers
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:requiredByTask	hf-ml-tasks:table-question-answering	Table Question Answering	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Understanding table structure and content
ibm-ai-capabilities:ibm-cap-logical-reasoning	Logical Reasoning	nexus:requiredByTask	hf-ml-tasks:table-question-answering	Table Question Answering	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Reasoning about table data and relationships
ibm-ai-capabilities:ibm-cap-factual-accuracy	Factual Accuracy	nexus:requiredByTask	hf-ml-tasks:table-question-answering	Table Question Answering	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Accurate extraction from tables
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:requiredByTask	hf-ml-tasks:sentence-similarity	Sentence Similarity	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Understanding semantic content of sentences
ibm-ai-capabilities:ibm-cap-contextual-understanding	Contextual Understanding	nexus:requiredByTask	hf-ml-tasks:sentence-similarity	Sentence Similarity	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.85	Capturing contextual meaning
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:requiredByTask	hf-ml-tasks:token-classification	Token Classification	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Understanding text to identify entities
ibm-ai-capabilities:ibm-cap-contextual-understanding	Contextual Understanding	nexus:requiredByTask	hf-ml-tasks:token-classification	Token Classification	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.85	Context helps identify token types
ibm-ai-capabilities:ibm-cap-domain-knowledge	Domain Knowledge	nexus:requiredByTask	hf-ml-tasks:token-classification	Token Classification	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.80	Domain knowledge for entity recognition
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:requiredByTask	hf-ml-tasks:zero-shot-classification	Zero-Shot Classification	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Understanding text and candidate labels
ibm-ai-capabilities:ibm-cap-contextual-understanding	Contextual Understanding	nexus:requiredByTask	hf-ml-tasks:zero-shot-classification	Zero-Shot Classification	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.85	Contextual matching to unseen classes
ibm-ai-capabilities:ibm-cap-logical-reasoning	Logical Reasoning	nexus:requiredByTask	hf-ml-tasks:zero-shot-classification	Zero-Shot Classification	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.80	Reasoning about class similarity
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:requiredByTask	hf-ml-tasks:fill-mask	Fill-Mask	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.95	Understanding surrounding context
ibm-ai-capabilities:ibm-cap-contextual-understanding	Contextual Understanding	nexus:requiredByTask	hf-ml-tasks:fill-mask	Fill-Mask	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.95	Critical for predicting masked tokens
ibm-ai-capabilities:ibm-cap-text-generation	Text Generation	nexus:requiredByTask	hf-ml-tasks:fill-mask	Fill-Mask	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.85	Generating appropriate token predictions
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:requiredByTask	hf-ml-tasks:tabular-classification	Tabular Classification	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.85	Understanding tabular data and attributes
ibm-ai-capabilities:ibm-cap-logical-reasoning	Logical Reasoning	nexus:requiredByTask	hf-ml-tasks:tabular-classification	Tabular Classification	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Reasoning about relationships in tabular data
ibm-ai-capabilities:ibm-cap-domain-knowledge	Domain Knowledge	nexus:requiredByTask	hf-ml-tasks:tabular-classification	Tabular Classification	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.80	Domain knowledge for feature interpretation
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:requiredByTask	hf-ml-tasks:tabular-regression	Tabular Regression	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.85	Understanding tabular data and numerical relationships
ibm-ai-capabilities:ibm-cap-logical-reasoning	Logical Reasoning	nexus:requiredByTask	hf-ml-tasks:tabular-regression	Tabular Regression	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Reasoning about numerical patterns and relationships
ibm-ai-capabilities:ibm-cap-mathematical-reasoning	Mathematical Reasoning	nexus:requiredByTask	hf-ml-tasks:tabular-regression	Tabular Regression	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.90	Mathematical understanding for numerical predictions
ibm-ai-capabilities:ibm-cap-domain-knowledge	Domain Knowledge	nexus:requiredByTask	hf-ml-tasks:tabular-regression	Tabular Regression	semapv:ManualMappingCuration	elizabeth.daly@ie.ibm.com	0.80	Domain knowledge for feature interpretation
ibm-ai-capabilities:ibm-cap-contextual-understanding	Contextual Understanding	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-query-rewrite	Query Rewrite	semapv:ManualMappingCuration	ibm-research	0.95	Query rewrite requires understanding conversational context
ibm-ai-capabilities:ibm-cap-text-generation	Text Generation	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-query-rewrite	Query Rewrite	semapv:ManualMappingCuration	ibm-research	0.90	Generating rewritten queries
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-query-rewrite	Query Rewrite	semapv:ManualMappingCuration	ibm-research	0.85	Understanding user intent in multi-turn conversation
ibm-ai-capabilities:ibm-cap-contextual-understanding	Contextual Understanding	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-query-expansion	Query Expansion	semapv:ManualMappingCuration	ibm-research	0.90	Understanding semantic context for expansion
ibm-ai-capabilities:ibm-cap-text-generation	Text Generation	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-query-expansion	Query Expansion	semapv:ManualMappingCuration	ibm-research	0.90	Generating semantically diverse queries
ibm-ai-capabilities:ibm-cap-causal-reasoning	Causal Reasoning	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-query-expansion	Query Expansion	semapv:ManualMappingCuration	ibm-research	0.75	Reasoning about different query formulations
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-context-relevance	Context Relevance	semapv:ManualMappingCuration	ibm-research	0.95	Understanding document content
ibm-ai-capabilities:ibm-cap-contextual-understanding	Contextual Understanding	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-context-relevance	Context Relevance	semapv:ManualMappingCuration	ibm-research	0.95	Understanding query context and relevance
ibm-ai-capabilities:ibm-cap-logical-reasoning	Logical Reasoning	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-context-relevance	Context Relevance	semapv:ManualMappingCuration	ibm-research	0.85	Reasoning about document-query relevance
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-answerability-determination	Answerability Determination	semapv:ManualMappingCuration	ibm-research	0.95	Understanding documents and questions
ibm-ai-capabilities:ibm-cap-logical-reasoning	Logical Reasoning	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-answerability-determination	Answerability Determination	semapv:ManualMappingCuration	ibm-research	0.90	Reasoning about whether question is answerable
ibm-ai-capabilities:ibm-cap-factual-accuracy	Factual Accuracy	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-answerability-determination	Answerability Determination	semapv:ManualMappingCuration	ibm-research	0.85	Avoiding hallucination by determining when not to answer
ibm-ai-capabilities:ibm-cap-contextual-understanding	Contextual Understanding	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-8b-instruct-lora-answerability-determination	Answerability Determination	semapv:ManualMappingCuration	ibm-research	0.90	Understanding multi-turn conversation context
ibm-ai-capabilities:ibm-cap-reading-comprehension	Reading Comprehension	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-instruct-lora-passage-reranking	Passage Reranking	semapv:ManualMappingCuration	ibm-research	0.90	Understanding passage content
ibm-ai-capabilities:ibm-cap-logical-reasoning	Logical Reasoning	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-instruct-lora-passage-reranking	Passage Reranking	semapv:ManualMappingCuration	ibm-research	0.85	Reasoning about relative relevance of passages
ibm-ai-capabilities:ibm-cap-contextual-understanding	Contextual Understanding	nexus:implementedByAdapter	ibmadapter:ibm-factuality-adapter-granite-3.3-instruct-lora-passage-reranking	Passage Reranking	semapv:ManualMappingCuration	ibm-research	0.85	Understanding query context for ranking
